Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	batch	biomaterial_provider	cell_subtype	cell_type	isolate	phenotype	sex	source_name	tissue	wellID	wellKey
RNA-Seq		167	PRJNA487301	SAMN09880729	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656534	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	F_366_1.fastq.bz2	2018-09-07	34	31	Homo sapiens	ILLUMINA	2018-09-07	SRR7804665	SRS3702939	SRP158603	F:F:NA:366	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	F	healthy control	missing		PBMC	366	F:F:NA:366
RNA-Seq		168	PRJNA487301	SAMN09880730	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656533	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	F_367_1.fastq.bz2	2018-09-07	99	90	Homo sapiens	ILLUMINA	2018-09-07	SRR7804666	SRS3702940	SRP158603	F:F:NA:367	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	F	healthy control	missing		PBMC	367	F:F:NA:367
RNA-Seq		168	PRJNA487301	SAMN09880727	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656540	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	F_364_1.fastq.bz2	2018-09-07	397	357	Homo sapiens	ILLUMINA	2018-09-07	SRR7804659	SRS3702941	SRP158603	F:F:NA:364	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	F	healthy control	missing		PBMC	364	F:F:NA:364
RNA-Seq		168	PRJNA487301	SAMN09880725	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX4656538	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	F_362_1.fastq.bz2	2018-09-07	182	164	Homo sapiens	ILLUMINA	2018-09-07	SRR7804661	SRS3702942	SRP158603	F:F:NA:362	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	F	healthy control	missing		PBMC	362	F:F:NA:362
RNA-Seq		167	PRJNA487301	SAMN09881425	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656745	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26cit_357_1.fastq.bz2	2018-09-07	64	58	Homo sapiens	ILLUMINA	2018-09-07	SRR7805142	SRS3702943	SRP158603	R26CIT:R26:NA:357	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	357	R26CIT:R26:NA:357
RNA-Seq		168	PRJNA487301	SAMN09880728	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656539	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	F_365_1.fastq.bz2	2018-09-07	486	425	Homo sapiens	ILLUMINA	2018-09-07	SRR7804660	SRS3702944	SRP158603	F:F:NA:365	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	F	healthy control	missing		PBMC	365	F:F:NA:365
RNA-Seq		168	PRJNA487301	SAMN09880726	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX4656537	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	F_363_1.fastq.bz2	2018-09-07	122	111	Homo sapiens	ILLUMINA	2018-09-07	SRR7804662	SRS3702945	SRP158603	F:F:NA:363	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	F	healthy control	missing		PBMC	363	F:F:NA:363
RNA-Seq		167	PRJNA487301	SAMN09881482	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656359	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Rf_225_1.fastq.bz2	2018-09-07	711	631	Homo sapiens	ILLUMINA	2018-09-07	SRR7804496	SRS3702946	SRP158603	R26RF:R26:NA:225	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	225	R26RF:R26:NA:225
RNA-Seq		168	PRJNA487301	SAMN09881168	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656466	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_283_1.fastq.bz2	2018-09-07	735	659	Homo sapiens	ILLUMINA	2018-09-07	SRR7804733	SRS3702947	SRP158603	R26AG:R26:NA:283	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	283	R26AG:R26:NA:283
RNA-Seq		168	PRJNA487301	SAMN09881167	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656911	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_282_1.fastq.bz2	2018-09-07	1214	1087	Homo sapiens	ILLUMINA	2018-09-07	SRR7805287	SRS3702948	SRP158603	R26AG:R26:NA:282	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	282	R26AG:R26:NA:282
RNA-Seq		168	PRJNA487301	SAMN09881166	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656905	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_281_1.fastq.bz2	2018-09-07	319	288	Homo sapiens	ILLUMINA	2018-09-07	SRR7805293	SRS3702949	SRP158603	R26AG:R26:NA:281	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	281	R26AG:R26:NA:281
RNA-Seq		168	PRJNA487301	SAMN09881165	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX4656438	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_280_1.fastq.bz2	2018-09-07	453	406	Homo sapiens	ILLUMINA	2018-09-07	SRR7804761	SRS3702950	SRP158603	R26AG:R26:NA:280	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	280	R26AG:R26:NA:280
RNA-Seq		168	PRJNA487301	SAMN09881172	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656828	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_288_1.fastq.bz2	2018-09-07	256	229	Homo sapiens	ILLUMINA	2018-09-07	SRR7805059	SRS3702951	SRP158603	R26AG:R26:NA:288	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	288	R26AG:R26:NA:288
RNA-Seq		167	PRJNA487301	SAMN09881171	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656893	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_286_1.fastq.bz2	2018-09-07	21	19	Homo sapiens	ILLUMINA	2018-09-07	SRR7804994	SRS3702952	SRP158603	R26AG:R26:NA:286	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	286	R26AG:R26:NA:286
RNA-Seq		168	PRJNA487301	SAMN09881170	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX4656892	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_285_1.fastq.bz2	2018-09-07	671	606	Homo sapiens	ILLUMINA	2018-09-07	SRR7804995	SRS3702953	SRP158603	R26AG:R26:NA:285	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	285	R26AG:R26:NA:285
RNA-Seq		167	PRJNA487301	SAMN09881496	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656313	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Rf_239_1.fastq.bz2	2018-09-07	59	53	Homo sapiens	ILLUMINA	2018-09-07	SRR7804542	SRS3702954	SRP158603	R26RF:R26:NA:239	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	239	R26RF:R26:NA:239
RNA-Seq		164	PRJNA487301	SAMN09880555	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656096	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235-1_M_265_1.fastq.bz2	2018-09-07	595	534	Homo sapiens	ILLUMINA	2018-09-07	SRR7804415	SRS3702955	SRP158603	235-1:235:M:265	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	M	B cell	235	healthy control	missing		PBMC	265	235-1:235:M:265
RNA-Seq		167	PRJNA487301	SAMN09881174	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656668	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_290_1.fastq.bz2	2018-09-07	341	307	Homo sapiens	ILLUMINA	2018-09-07	SRR7804875	SRS3702956	SRP158603	R26AG:R26:NA:290	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	290	R26AG:R26:NA:290
RNA-Seq		168	PRJNA487301	SAMN09881173	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656667	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Ag_289_1.fastq.bz2	2018-09-07	1162	1031	Homo sapiens	ILLUMINA	2018-09-07	SRR7804876	SRS3702957	SRP158603	R26AG:R26:NA:289	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	289	R26AG:R26:NA:289
RNA-Seq		164	PRJNA487301	SAMN09880557	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656094	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235-1_P_273_1.fastq.bz2	2018-09-07	395	354	Homo sapiens	ILLUMINA	2018-09-07	SRR7804417	SRS3702958	SRP158603	235-1:235:P:273	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	235	healthy control	missing		PBMC	273	235-1:235:P:273
RNA-Seq		165	PRJNA487301	SAMN09880558	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656093	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235-1_T_281_1.fastq.bz2	2018-09-07	1344	1193	Homo sapiens	ILLUMINA	2018-09-07	SRR7804418	SRS3702959	SRP158603	235-1:235:T:281	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	T	T cell	235	healthy control	missing		PBMC	281	235-1:235:T:281
RNA-Seq		163	PRJNA487301	SAMN09880556	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX4656095	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235-1_N_257_1.fastq.bz2	2018-09-07	556	497	Homo sapiens	ILLUMINA	2018-09-07	SRR7804416	SRS3702960	SRP158603	235-1:235:N:257	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	N	B cell	235	healthy control	missing		PBMC	257	235-1:235:N:257
RNA-Seq		167	PRJNA487301	SAMN09880560	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656462	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235_N_209_1.fastq.bz2	2018-09-07	1060	971	Homo sapiens	ILLUMINA	2018-09-07	SRR7804737	SRS3702961	SRP158603	235:235:N:209	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	N	B cell	235	healthy control	missing		PBMC	209	235:235:N:209
RNA-Seq		166	PRJNA487301	SAMN09880559	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656092	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235_M_217_1.fastq.bz2	2018-09-07	756	688	Homo sapiens	ILLUMINA	2018-09-07	SRR7804419	SRS3702962	SRP158603	235:235:M:217	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	M	B cell	235	healthy control	missing		PBMC	217	235:235:M:217
RNA-Seq		168	PRJNA487301	SAMN09880563	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656812	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	832_M_281_1.fastq.bz2	2018-09-07	701	592	Homo sapiens	ILLUMINA	2018-09-07	SRR7805075	SRS3702963	SRP158603	832:832:M:281	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	M	B cell	832	healthy control	missing		PBMC	281	832:832:M:281
RNA-Seq		168	PRJNA487301	SAMN09880561	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656456	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235_P_225_1.fastq.bz2	2018-09-07	4724	4304	Homo sapiens	ILLUMINA	2018-09-07	SRR7804743	SRS3702964	SRP158603	235:235:P:225	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	235	healthy control	missing		PBMC	225	235:235:P:225
RNA-Seq		166	PRJNA487301	SAMN09880562	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656726	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	235_T_233_1.fastq.bz2	2018-09-07	1178	1065	Homo sapiens	ILLUMINA	2018-09-07	SRR7805161	SRS3702965	SRP158603	235:235:T:233	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	T	T cell	235	healthy control	missing		PBMC	233	235:235:T:233
RNA-Seq		168	PRJNA487301	SAMN09880564	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656099	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	832_N_273_1.fastq.bz2	2018-09-07	1139	968	Homo sapiens	ILLUMINA	2018-09-07	SRR7804412	SRS3702966	SRP158603	832:832:N:273	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	N	B cell	832	healthy control	missing		PBMC	273	832:832:N:273
RNA-Seq		167	PRJNA487301	SAMN09881504	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656311	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26Rf_247_1.fastq.bz2	2018-09-07	61	56	Homo sapiens	ILLUMINA	2018-09-07	SRR7804544	SRS3702967	SRP158603	R26RF:R26:NA:247	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	247	R26RF:R26:NA:247
RNA-Seq		168	PRJNA487301	SAMN09880808	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656344	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	M_395_1.fastq.bz2	2018-09-07	82	78	Homo sapiens	ILLUMINA	2018-09-07	SRR7804511	SRS3702968	SRP158603	M:F:M:395	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	M	B cell	F	healthy control	missing		PBMC	395	M:F:M:395
RNA-Seq		168	PRJNA487301	SAMN09881392	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656440	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	R26cit_324_1.fastq.bz2	2018-09-07	94	86	Homo sapiens	ILLUMINA	2018-09-07	SRR7804759	SRS3702969	SRP158603	R26CIT:R26:NA:324	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	NA	B cell	R26	RA patient	missing		PBMC	324	R26CIT:R26:NA:324
RNA-Seq		168	PRJNA487301	SAMN09880878	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656130	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_251_1.fastq.bz2	2018-09-07	100	94	Homo sapiens	ILLUMINA	2018-09-07	SRR7804381	SRS3702970	SRP158603	P:F:P:251	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	251	P:F:P:251
RNA-Seq		168	PRJNA487301	SAMN09880874	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656841	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_243_1.fastq.bz2	2018-09-07	1337	1240	Homo sapiens	ILLUMINA	2018-09-07	SRR7805046	SRS3702971	SRP158603	P:F:P:243	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	243	P:F:P:243
RNA-Seq		168	PRJNA487301	SAMN09880807	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656341	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	M_394_1.fastq.bz2	2018-09-07	29	27	Homo sapiens	ILLUMINA	2018-09-07	SRR7804514	SRS3702972	SRP158603	M:F:M:394	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	M	B cell	F	healthy control	missing		PBMC	394	M:F:M:394
RNA-Seq		168	PRJNA487301	SAMN09880873	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656842	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_242_1.fastq.bz2	2018-09-07	210	197	Homo sapiens	ILLUMINA	2018-09-07	SRR7805045	SRS3702973	SRP158603	P:F:P:242	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	242	P:F:P:242
RNA-Seq		168	PRJNA487301	SAMN09880811	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656075	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	N_214_1.fastq.bz2	2018-09-07	134	126	Homo sapiens	ILLUMINA	2018-09-07	SRR7804436	SRS3702974	SRP158603	N:F:N:214	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	N	B cell	F	healthy control	missing		PBMC	214	N:F:N:214
RNA-Seq		168	PRJNA487301	SAMN09880812	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX4656076	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	N_215_1.fastq.bz2	2018-09-07	2422	2244	Homo sapiens	ILLUMINA	2018-09-07	SRR7804435	SRS3702975	SRP158603	N:F:N:215	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	N	B cell	F	healthy control	missing		PBMC	215	N:F:N:215
RNA-Seq		168	PRJNA487301	SAMN09880810	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656074	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	N_213_1.fastq.bz2	2018-09-07	215	199	Homo sapiens	ILLUMINA	2018-09-07	SRR7804437	SRS3702976	SRP158603	N:F:N:213	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	N	B cell	F	healthy control	missing		PBMC	213	N:F:N:213
RNA-Seq		168	PRJNA487301	SAMN09880809	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656073	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	N_212_1.fastq.bz2	2018-09-07	82	78	Homo sapiens	ILLUMINA	2018-09-07	SRR7804438	SRS3702977	SRP158603	N:F:N:212	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	N	B cell	F	healthy control	missing		PBMC	212	N:F:N:212
RNA-Seq		168	PRJNA487301	SAMN09880867	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656838	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_232_1.fastq.bz2	2018-09-07	35	33	Homo sapiens	ILLUMINA	2018-09-07	SRR7805049	SRS3702978	SRP158603	P:F:P:232	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	232	P:F:P:232
RNA-Seq		167	PRJNA487301	SAMN09880868	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656837	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_233_1.fastq.bz2	2018-09-07	116	109	Homo sapiens	ILLUMINA	2018-09-07	SRR7805050	SRS3702979	SRP158603	P:F:P:233	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	233	P:F:P:233
RNA-Seq		168	PRJNA487301	SAMN09880865	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656836	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_226_1.fastq.bz2	2018-09-07	187	176	Homo sapiens	ILLUMINA	2018-09-07	SRR7805051	SRS3702980	SRP158603	P:F:P:226	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	226	P:F:P:226
RNA-Seq		168	PRJNA487301	SAMN09880866	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656835	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_227_1.fastq.bz2	2018-09-07	172	162	Homo sapiens	ILLUMINA	2018-09-07	SRR7805052	SRS3702981	SRP158603	P:F:P:227	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	227	P:F:P:227
RNA-Seq		168	PRJNA487301	SAMN09880872	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656833	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_241_1.fastq.bz2	2018-09-07	278	262	Homo sapiens	ILLUMINA	2018-09-07	SRR7805054	SRS3702982	SRP158603	P:F:P:241	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	241	P:F:P:241
RNA-Seq		168	PRJNA487301	SAMN09880869	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656832	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_234_1.fastq.bz2	2018-09-07	115	107	Homo sapiens	ILLUMINA	2018-09-07	SRR7805055	SRS3702983	SRP158603	P:F:P:234	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	234	P:F:P:234
RNA-Seq		168	PRJNA487301	SAMN09880871	Human	UNIVERSITY OF ROCHESTER	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX4656834	0	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	P_240_1.fastq.bz2	2018-09-07	88	83	Homo sapiens	ILLUMINA	2018-09-07	SRR7805053	SRS3702984	SRP158603	P:F:P:240	missing	1	William H. Robinson, CCSR 4135, 269 Campus Drive, Stanford, CA 94305	P	B cell	F	healthy control	missing		PBMC	240	P:F:P:240
